name,wigosid,country code,in OSCAR,longitude,latitude,#received,#expected,default schedule,color code,description,date,center
EKATERINBURG (VERHNEE DUBROVO),0-20000-0-28445,RUS,True,61.06667,56.73333,54,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
EMEL' YANOVO,0-20000-0-29572,RUS,True,92.60556,56.18056,50,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
HABAROVSK (31736-0),0-20000-0-31736,RUS,True,135.23333,48.53333,56,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
MALYE KARMAKULY (20744-1),0-20001-0-20744,RUS,True,52.7,72.36667,37,62,True,orange,Availability issue (> 30%),2026-07-01 00:00:00+00:00,DWD
MIRNVY,0-20000-0-24726,RUS,True,113.86667,62.53333,56,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
NOVOSIBIRSK (29634-1),0-20001-0-29634,RUS,True,82.95306,54.97056,58,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
OMSK (RS),0-20001-0-28695,RUS,True,73.4,54.93333,58,62,False,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
PECHORA (23415-0),0-20000-0-23415,RUS,True,57.1,65.11667,62,62,True,green,Complete,2026-07-01 00:00:00+00:00,JMA
PERM' (28225-1),0-20001-0-28225,RUS,True,56.19722,57.95833,7,62,True,red,Availability issue (< 30%),2026-07-01 00:00:00+00:00,DWD
PETROPAVLOVSK-KAMCHATSKIJ (32540-0),0-20000-0-32540,RUS,True,158.58333,53.08333,31,62,True,orange,Availability issue (> 30%),2026-07-01 00:00:00+00:00,JMA
SYKTYVKAR (23802-0),0-20000-0-23802,RUS,True,50.78056,61.67667,60,62,True,green,Complete,2026-07-01 00:00:00+00:00,JMA
TIKSI,0-20000-0-21824,RUS,True,128.91667,71.58333,60,62,True,green,Complete,2026-07-01 00:00:00+00:00,JMA
VLADIVOSTOK (SAD GOROD),0-20000-0-31977,RUS,True,132.05,43.26667,61,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
Al Qaisumah AirPort,0-20000-0-40373,SAU,True,46.12342,28.33057,23,62,True,orange,Availability issue (> 30%),2026-07-01 00:00:00+00:00,ECMWF
Hail AirPort,0-20000-0-40394,SAU,True,41.69019,27.43496,62,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
King AbdulAziz AirPort,0-20000-0-41024,SAU,True,39.18575,21.65756,52,62,True,green,Complete,2026-07-01 00:00:00+00:00,ECMWF
King Fahd AirPort,0-20000-0-40417,SAU,True,49.8097,26.44609,15,62,True,red,Availability issue (< 30%),2026-07-01 00:00:00+00:00,ECMWF
