name,wigosid,country code,in OSCAR,longitude,latitude,#received,#expected,default schedule,color code,description,variable,date,center
Bujumbura Aero (Earth network),0-108-0-64404,BDI,True,29.32207,-3.32187,718,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bujumbura (ADCON),0-108-0-64445,BDI,True,29.32186,-3.32313,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Nyabiraba (ADCON),0-108-0-64446,BDI,True,29.44105,-3.45777,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MOGILEV,0-112-0-26862,BLR,True,30.36694,53.87139,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BARIKA,0-12-0-05BATCN60471,DZA,True,5.33993,35.34787,153,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,JMA
BENI OUNIF,0-12-0-08BECCN60577,DZA,True,-1.26527,32.05138,717,155,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
BOUIRA,0-12-0-10BRACN60417,DZA,True,3.89507,36.36997,155,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,JMA
ALGER PORT,0-12-0-16ALGCN60369,DZA,True,3.06243,36.77451,248,248,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
BOUCHEGOUF,0-12-0-24GUECN60405,DZA,True,7.70874,36.45821,154,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,JMA
DELLYS,0-12-0-35BOUCN60387,DZA,True,3.95527,36.89671,155,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,JMA
GOURAYA,0-12-0-42TIPCN00001,DZA,True,1.91317,36.57575,316,248,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
BOUHAROUN,0-12-0-42TIPCN60377,DZA,True,2.65683,36.62597,155,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,JMA
MILA,0-12-0-43MILCN60407,DZA,True,6.32685,36.40082,674,155,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
AIN DEFLA,0-12-0-44DEFCN60429,DZA,True,1.94852,36.26511,155,155,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KOUSSERI,0-120-1-64850,CMR,True,15.0333,12.0833,25,403,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MORA,0-120-1-64852,CMR,True,14.1336,11.0336,572,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MOKOLO,0-120-1-64854,CMR,True,13.8042,10.7424,569,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GUIDER,0-120-1-64858,CMR,True,13.95,9.93333,591,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
POLI,0-120-1-64863,CMR,True,13.25,8.48333,582,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TCHOLLIRE,0-120-1-64865,CMR,True,14.18918,8.40161,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
TIGNERE,0-120-1-64868,CMR,True,12.66745,7.35922,152,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BAMENDA UP STATION,0-120-1-64871,CMR,True,10.1591,5.963,586,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TIBATI,0-120-1-64881,CMR,True,12.61667,6.46667,592,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NKAMBE,0-120-1-64886,CMR,True,10.6669,6.6336,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
FUNDONG,0-120-1-64887,CMR,True,10.1669,6.4002,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KUMBO,0-120-1-64888,CMR,True,10.6669,6.2002,5,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DSCHANG,0-120-1-64891,CMR,True,10.06305,5.45305,575,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BAFOUSSAM-AIRPORT,0-120-1-64894,CMR,True,10.34936,5.54258,593,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MBOUDA,0-120-1-64895,CMR,True,10.25,5.6166,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BANDJOUN,0-120-1-64896,CMR,True,10.4,5.35,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BAFANG,0-120-1-64898,CMR,True,10.1669,5.1502,43,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
BAGANGTE,0-120-1-64899,CMR,True,10.5169,5.1502,108,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
MENJI,0-120-1-64905,CMR,True,10.05,5.7,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MUNDEMBA,0-120-1-64906,CMR,True,8.8666,4.95,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KUMBA,0-120-1-64908,CMR,True,9.45,4.6333,4,372,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BANGEM,0-120-1-64909,CMR,True,9.7666,5.0833,4,372,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TIKO,0-120-1-64912,CMR,True,9.36667,4.08333,2,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
YABASSI,0-120-1-64916,CMR,True,10.0,4.65,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
NANGA-EBOKO,0-120-1-64922,CMR,True,12.3666,4.6833,583,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bertoua-aeroport,0-120-1-64931,CMR,True,13.72085,4.5585,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BERTOUA-VILLE,0-120-1-64932,CMR,True,13.73333,4.6,477,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
EDEA,0-120-1-64935,CMR,True,10.0669,4.7669,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MONATELE,0-120-1-64940,CMR,True,11.18333,4.23333,568,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
YAOUNDE-NSIMALEN,0-120-1-64944,CMR,True,11.502,3.7202,171,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ESEKA,0-120-1-64952,CMR,True,10.7669,3.6336,582,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
NGOUMOU,0-120-1-64954,CMR,True,11.3666,3.75,602,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AKONOLINGA,0-120-1-64956,CMR,True,12.24603,3.77352,573,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
YOKADOUMA,0-120-1-64964,CMR,True,15.0519,3.52277,599,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MBALMAYO,0-120-1-64968,CMR,True,11.5008,3.5155,0,372,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
EBOLOWA,0-120-1-64972,CMR,True,11.1333,2.9167,56,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SANGMELIMA,0-120-1-64974,CMR,True,11.9833,2.9333,596,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AMBAM,0-120-1-64980,CMR,True,11.2669,2.38287,2,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MBENGWI,0-120-1-64981,CMR,True,10.0002,6.0169,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DJA A NKOLDJA,0-120-237-160001,CMR,True,13.22944,2.83278,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BOUMBA A BIWALA,0-120-237-160202,CMR,True,14.92053,3.22056,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DJA A BI,0-120-237-161002,CMR,True,13.35,2.8,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DJA A SOMALOMO,0-120-237-161003,CMR,True,12.73333,3.36667,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
AFAMBA A SANGMELIMA,0-120-237-161704,CMR,True,11.98333,2.9,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KADEI A PANA,0-120-237-163101,CMR,True,14.68333,4.2,0,558,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BANDA,0-120-4-08113603,CMR,True,13.6428,8.1996,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Mindif,0-120-4-10314406,CMR,True,14.4436,10.39667,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
SEMRY-YAGOUA,0-120-4-10315201,CMR,True,15.2433,10.3486,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Dargala,0-120-4-10514607,CMR,True,14.6002,10.53,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
PETTE,0-120-4-10914405,CMR,True,14.4975,10.96477,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Zina,0-120-4-11214902,CMR,True,14.97056,11.26417,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
WAZA1,0-120-4-11314501,CMR,True,14.55488,11.37828,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
WAZA2,0-120-4-11514702,CMR,True,14.7274,11.5021,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DDT Kousseri,0-120-4-12014904,CMR,True,14.983,12.08528,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DELTA BURNS BOG,0-124-0-71042,CAN,True,-123.00244,49.12599,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"CORAL HARBOUR RCS, NU",0-124-0-71134,CAN,True,-83.34705,64.18783,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ESKASONI FIRST NATION,0-124-0-71175,CAN,True,-60.6469,45.9206,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BURWASH AIRPORT AUTO,0-124-0-71195,CAN,True,-139.03248,61.37013,736,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MANKOTA,0-124-0-71204,CAN,True,-107.0222,49.09959,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GRATES COVE,0-124-0-71336,CAN,True,-52.9387,48.16992,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CORMACK RCS,0-124-0-71367,CAN,True,-57.39344,49.32194,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LITTLE FLATLAND ISLAND (AUT),0-124-0-71468,CAN,True,-88.3058,49.68988,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BELLA COOLA AIRPORT,0-124-0-71533,CAN,True,-126.58678,52.38851,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FANNY ISLAND,0-124-0-71568,CAN,True,-125.9929,50.45352,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"FORT NELSON , BC",0-124-0-71594,CAN,True,-122.57417,58.84139,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LOUISBOURG,0-124-0-71596,CAN,True,-59.99563,45.90088,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BRANTFORD AIRPORT,0-124-0-71602,CAN,True,-80.33128,43.13733,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
WOODSTOCK NEWBRIDGE,0-124-0-71606,CAN,True,-67.54265,46.15223,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KUUJJUARAPIK,0-124-0-71615,CAN,True,-77.62914,55.3695,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MOOSE CREEK WELLS,0-124-0-71635,CAN,True,-74.96295,45.25123,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SALLUIT,0-124-0-71641,CAN,True,-75.67007,62.1797,725,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KELOWNA UBCO,0-124-0-71644,CAN,True,-119.40021,49.94077,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KLEEFELD (MAFRI),0-124-0-71646,CAN,True,-96.91546,49.52967,737,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ISLAND LAKE SOUTH,0-124-0-71654,CAN,True,-113.56,54.81683,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PILGER,0-124-0-71655,CAN,True,-105.15309,52.41898,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SUSSEX FOUR CORNERS,0-124-0-71656,CAN,True,-65.52917,45.74167,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MONT-JOLI,0-124-0-71658,CAN,True,-68.19566,48.60519,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NEW RICHMOND EAST,0-124-0-71659,CAN,True,-65.84193,48.15654,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PEKISKO,0-124-0-71669,CAN,True,-114.41546,50.36851,662,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
COLLEGEVILLE AUTO,0-124-0-71698,CAN,True,-62.01611,45.49019,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
POINT LEPREAU CS,0-124-0-71699,CAN,True,-66.45792,45.05931,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TROIS RIVIERES,0-124-0-71729,CAN,True,-72.67586,46.35933,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SUDBURY CLIMATE,0-124-0-71733,CAN,True,-80.796,46.6324,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RAWSON LAKE (AUT),0-124-0-71855,CAN,True,-93.73292,49.66415,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MILLERTOWN CLIMATE,0-124-0-71856,CAN,True,-56.53444,48.81677,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ROYAL ISLAND (AUT),0-124-0-71859,CAN,True,-94.76312,49.46851,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BAIE-COMEAU,0-124-0-71890,CAN,True,-68.20246,49.13507,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GOLDEN AIRPORT,0-124-0-71905,CAN,True,-116.98444,51.30027,716,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
UXBRIDGE WEST,0-124-0-71932,CAN,True,-79.16355,44.09825,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GRANDES BERGERONNES,0-124-0-71942,CAN,True,-69.54366,48.27453,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
BRIER ISLAND,0-124-0-71988,CAN,True,-66.34241,44.28566,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
YELLOW GRASS NORTH,0-124-0-73001,CAN,True,-104.18105,49.82024,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAUSAPSCAL AIRPORT,0-124-0-73005,CAN,True,-67.25275,48.30879,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KITIMAT FOREST AVE,0-124-0-73007,CAN,True,-128.60408,54.05643,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
CHIBOUGAMAU-CHAPAIS,0-124-0-73011,CAN,True,-74.53038,49.77731,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PELLY RANCH FORT SELKIRK,0-124-0-73013,CAN,True,-137.31217,62.83344,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PORT HARDY AIRPORT,0-124-0-73014,CAN,True,-127.38044,50.68484,14,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SHELBURNE SANDY POINT,0-124-0-73015,CAN,True,-65.30792,43.75301,734,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NORTH BAY AIRPORT,0-124-0-73016,CAN,True,-79.42355,46.37272,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"SIOUX LOOKOUT AIRPORT, ONT",0-124-0-73017,CAN,True,-91.9028,50.12054,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TERRACE BAY AIRPORT,0-124-0-73018,CAN,True,-87.09175,48.81527,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CHETICAMP HIGHLANDS NATIONAL PARK,0-124-0-73023,CAN,True,-60.95461,46.65112,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"DANIELS HARBOUR, NFLD",0-124-0-73024,CAN,True,-57.58111,50.23639,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
NORTHEAST MARGAREE,0-124-0-73027,CAN,True,-60.97613,46.3685,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
SAANICHTON CFIA,0-124-0-73028,CAN,True,-123.41023,48.62173,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
MALAY FALLS,0-124-0-73029,CAN,True,-62.48329,44.98694,556,56,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
GRAND ETANG,0-124-0-73030,CAN,True,-61.04031,46.54914,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BELLEVILLE QUINTE,0-124-0-73042,CAN,True,-77.43984,44.15936,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
OGOKI POST,0-124-0-73045,CAN,True,-85.90028,51.65774,222,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAULT STE. MARIE AIRPORT,0-124-0-73070,CAN,True,-84.51676,46.47821,741,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GERALDTON AIRPORT,0-124-0-73071,CAN,True,-86.9323,49.78091,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
THOMPSON AIRPORT,0-124-0-73072,CAN,True,-97.87659,55.79882,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
GUELPH TURFGRASS INSTITUTE,0-124-0-73073,CAN,True,-80.22208,43.54187,737,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
KING CITY NORTH,0-124-0-73074,CAN,True,-79.57413,43.96352,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"SCHEFFERVILLE Cote-Nord, QUE",0-124-0-73075,CAN,True,-66.80449,54.80264,730,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
WINTERLAND BRANCH HILL,0-124-0-73080,CAN,True,-55.32632,47.1365,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ALDERSVILLE,0-124-0-73081,CAN,True,-64.50902,44.82708,735,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"HIGH LEVEL, ALTA",0-124-0-73085,CAN,True,-117.16374,58.6314,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
GILLAM,0-124-0-73087,CAN,True,-94.70411,56.35936,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
FORT ST JOHN AIRPORT,0-124-0-73090,CAN,True,-120.75013,56.24748,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KINDERSLEY AIRPORT,0-124-0-73097,CAN,True,-109.17787,51.51612,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ROMA,0-124-0-73104,CAN,True,-117.45196,56.19332,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAINT-CAMILLE-DE-LELLIS,0-124-0-73105,CAN,True,-70.20744,46.49469,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
NANTES,0-124-0-73115,CAN,True,-70.93274,45.60637,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GASPE AIRPORT,0-124-0-73116,CAN,True,-64.47939,48.77674,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
MONT-TREMBLANT,0-124-0-73118,CAN,True,-74.55613,46.08041,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HAPPY VALLEY - GOOSE BAY,0-124-0-73120,CAN,True,-60.36264,53.30639,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CHURCHILL FALLS,0-124-0-73122,CAN,True,-64.094,53.558,245,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CHAPLEAU AIRPORT,0-124-0-73135,CAN,True,-83.35645,47.81926,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PETERBOROUGH TRENT U EXPERIMENTAL FARM,0-124-0-73180,CAN,True,-78.27874,44.35321,162,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAPE LIVERPOOL,0-124-0-76000,CAN,True,-78.2947,73.66804,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CAPE PROVIDENCE,0-124-0-76001,CAN,True,-112.16,74.4566,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
OSBORNE HEAD,0-124-12001-71324,CAN,True,-63.4225,44.61278,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BEDFORD RANGE,0-124-12001-71325,CAN,True,-63.6603,44.74556,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HALIFAX WINDSOR PARK,0-124-12001-71327,CAN,True,-63.6081,44.65694,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HALIFAX DOCKYARD,0-124-12001-71328,CAN,True,-63.5758,44.65528,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BEDFORD BASIN,0-124-12001-71329,CAN,True,-63.6333,44.70611,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SHEARWATER JETTY,0-124-12001-71330,CAN,True,-63.5225,44.62806,738,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
BERNARD HARBOUR,0-124-12001-73231,CAN,True,-114.94,68.75528,31,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,DWD
Mount Timothy,0-124-15003-1C17P,CAN,True,-121.25604,51.90453,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Paradise Lake,0-124-15003-1C44P,CAN,True,-120.28228,49.94864,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
July Mountain,0-124-15003-1C45P,CAN,True,-121.08547,49.70764,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Trophy Mountain,0-124-15003-1E03AP,CAN,True,-119.94064,51.80837,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Hamilton Hill,0-124-15003-2G06P,CAN,True,-120.79439,49.49914,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Cobble Hill,0-124-15003-3B27P,CAN,True,-123.59287,48.69899,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Crocker Creek,0-124-15003-4A40P,CAN,True,-122.18292,54.93481,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Log Cabin,0-124-15003-4E01P,CAN,True,-134.96561,59.76404,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CHIBOUGAMAU UA,0-124-20000-73140,CAN,True,-74.53128,49.7765,0,248,True,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Kluane Lake Research Station (Primary Stn),0-124-34000-KLRS,CAN,True,-138.41045,61.02759,0,248,True,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Peyto Main,0-124-34001-156,CAN,True,-116.54495,51.68549,0,248,True,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Ogoki Post,0-124-42001-71652,CAN,True,-85.9011,51.65811,541,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Attawapiskat,0-124-42001-71653,CAN,True,-82.432,52.92759,582,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Edmonton/Villeneuve,0-124-42001-71664,CAN,True,-113.856,53.66833,582,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Clinton/Bleiber Ranch,0-124-42001-71717,CAN,True,-121.683,51.25,469,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Lytton,0-124-42001-71812,CAN,True,-121.567,50.23333,573,744,False,orange,Availability issues (>= 30%),geopotential,2026-07-01 00:00:00+00:00,ECMWF
Mayo,0-124-42001-71965,CAN,True,-135.868,63.61639,576,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
INMG HQ SAL,0-132-0-08596,CPV,True,-22.93514,16.7312,651,248,True,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
INMG PRAIA ASF,0-132-0-08597,CPV,True,-23.5295,14.96558,308,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Porto Novo,0-132-1-08584,CPV,True,-25.07611,17.01964,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
