name,wigosid,country code,in OSCAR,longitude,latitude,#received,#expected,default schedule,color code,description,variable,date,center
BURITIS (86718-0),0-20000-0-86718,BRA,True,-46.43556,-15.52417,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MOCAMBINHO (86720-0),0-20000-0-86720,BRA,True,-44.01611,-15.08583,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO PARDO DE MINAS,0-20000-0-86721,BRA,True,-42.43583,-15.72306,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AGUAS VERMELHAS,0-20000-0-86722,BRA,True,-41.45779,-15.75154,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
ITAPETINGA,0-20000-0-86723,BRA,True,-40.22944,-15.24472,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
UNA (86724-0),0-20000-0-86724,BRA,True,-39.09083,-15.28,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
RONDONOPOLIS (86728-0),0-20000-0-86728,BRA,True,-54.56667,-16.45,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
GUIRATINGA,0-20000-0-86729,BRA,True,-53.76611,-16.34167,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
CAIAPONIA,0-20000-0-86730,BRA,True,-51.8175,-16.96694,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PARAUNA,0-20000-0-86732,BRA,True,-50.42556,-16.9625,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SILVANIA,0-20000-0-86735,BRA,True,-48.61806,-16.67972,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
LUZIANIA,0-20000-0-86736,BRA,True,-47.96694,-16.26056,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
UNAI (86738-0),0-20000-0-86738,BRA,True,-46.88194,-16.55417,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO ROMAO,0-20000-0-86739,BRA,True,-45.12389,-16.36278,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MONTES CLAROS (86740-0),0-20000-0-86740,BRA,True,-43.84389,-16.68639,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SALINAS (86741-0),0-20000-0-86741,BRA,True,-42.31028,-16.16028,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ITAOBIM,0-20000-0-86742,BRA,True,-41.48556,-16.57556,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
ALMENARA,0-20000-0-86743,BRA,True,-40.68778,-16.16667,413,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BELMONTE,0-20000-0-86744,BRA,True,-39.21556,-16.08806,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
ITIQUIRA,0-20000-0-86748,BRA,True,-54.50167,-17.175,286,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ALTO TAQUARI,0-20000-0-86750,BRA,True,-53.28944,-17.84111,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MINEIROS,0-20000-0-86751,BRA,True,-52.60111,-17.45472,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JATAI (86752-0),0-20000-0-86752,BRA,True,-51.71747,-17.92362,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO VERDE (86753-0),0-20000-0-86753,BRA,True,-50.965,-17.78528,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
MORRINHOS,0-20000-0-86755,BRA,True,-49.1017,-17.74507,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
PIRES DO RIO,0-20000-0-86756,BRA,True,-48.28417,-17.30417,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GUARDA-MOR,0-20000-0-86757,BRA,True,-47.19917,-17.56139,730,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JOAO PINHEIRO (86758-0),0-20000-0-86758,BRA,True,-46.11944,-17.78444,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
PIRAPORA (86759-0),0-20000-0-86759,BRA,True,-44.83556,-17.25806,727,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
CAPELINHA,0-20000-0-86761,BRA,True,-42.38917,-17.70556,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
TEOFILO OTONI (86762-0),0-20000-0-86762,BRA,True,-41.51542,-17.89284,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SERRA DOS AIMORES,0-20000-0-86763,BRA,True,-40.25,-17.79889,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
CARAVELAS (86764-0),0-20000-0-86764,BRA,True,-39.25,-17.73333,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CORUMBA (86767-0),0-20000-0-86767,BRA,True,-57.6375,-18.99667,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NHUMIRIM (86768-0),0-20000-0-86768,BRA,True,-56.62306,-18.98889,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
COXIM (86770-0),0-20000-0-86770,BRA,True,-54.73611,-18.51222,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CHAPADAO DO SUL,0-20000-0-86772,BRA,True,-52.60278,-18.80222,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO SIMAO (86773-0),0-20000-0-86773,BRA,True,-50.63345,-18.96914,727,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
ITUMBIARA,0-20000-0-86774,BRA,True,-49.19194,-18.40972,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
ITUIUTABA,0-20000-0-86775,BRA,True,-49.525,-18.95278,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CATALAO (86777-0),0-20000-0-86777,BRA,True,-47.92761,-18.15478,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PATROCINIO,0-20000-0-86778,BRA,True,-46.98593,-18.99668,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TRES MARIAS,0-20000-0-86779,BRA,True,-45.45984,-18.20086,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
CURVELO (86780-0),0-20000-0-86780,BRA,True,-44.45379,-18.74771,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
DIAMANTINA (86781-0),0-20000-0-86781,BRA,True,-43.64827,-18.23105,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
GUANHAES,0-20000-0-86782,BRA,True,-42.94306,-18.78694,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
GOVERNADOR VALADARES (86783-0),0-20000-0-86783,BRA,True,-41.97701,-18.83035,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MANTENA,0-20000-0-86784,BRA,True,-40.98651,-18.78062,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO MATEUS (86786-0),0-20000-0-86786,BRA,True,-39.86417,-18.67611,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO GABRIEL DO OESTE,0-20000-0-86789,BRA,True,-54.55306,-19.42028,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CASSILANDIA,0-20000-0-86791,BRA,True,-51.72083,-19.1225,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PARANAIBA (86792-0),0-20000-0-86792,BRA,True,-51.18167,-19.69556,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMPINA VERDE,0-20000-0-86793,BRA,True,-49.51813,-19.53921,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CONCEICAO DAS ALAGOAS,0-20000-0-86794,BRA,True,-48.15157,-19.98586,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SACRAMENTO,0-20000-0-86795,BRA,True,-47.43417,-19.87528,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ARAXA (86796-0),0-20000-0-86796,BRA,True,-46.94972,-19.60583,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DORES DO INDAIA,0-20000-0-86797,BRA,True,-45.59393,-19.48194,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FLORESTAL (86798-0),0-20000-0-86798,BRA,True,-44.41694,-19.88528,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BELO HORIZONTE - PAMPULHA,0-20000-0-86800,BRA,True,-43.96944,-19.88389,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TIMOTEO,0-20000-0-86801,BRA,True,-42.6225,-19.57389,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
CARATINGA (86802-0),0-20000-0-86802,BRA,True,-42.13715,-19.73576,375,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AIMORES (86803-0),0-20000-0-86803,BRA,True,-41.09083,-19.53278,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
SANTA TERESA,0-20000-0-86804,BRA,True,-40.57957,-19.98839,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
LINHARES (86805-0),0-20000-0-86805,BRA,True,-40.06861,-19.35694,574,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
MIRANDA,0-20000-0-86807,BRA,True,-56.43167,-20.39556,726,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
AQUIDAUANA,0-20000-0-86808,BRA,True,-55.78389,-20.47556,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
SIDROLANDIA,0-20000-0-86809,BRA,True,-54.97194,-20.98167,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMPO GRANDE (86810-0),0-20000-0-86810,BRA,True,-54.72261,-20.4472,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AGUA CLARA,0-20000-0-86812,BRA,True,-52.87583,-20.44444,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TRES LAGOAS (86813-0),0-20000-0-86813,BRA,True,-51.71333,-20.795,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JALES,0-20000-0-86814,BRA,True,-50.595,-20.165,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BARRETOS,0-20000-0-86816,BRA,True,-48.545,-20.55917,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ITUVERAVA,0-20000-0-86817,BRA,True,-47.775,-20.35944,740,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FRANCA (86818-0),0-20000-0-86818,BRA,True,-47.3825,-20.58444,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
PASSOS,0-20000-0-86819,BRA,True,-46.63392,-20.74524,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FORMIGA,0-20000-0-86820,BRA,True,-45.45389,-20.455,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
IBIRITE (ROLA MOCA),0-20000-0-86821,BRA,True,-44.01125,-20.03146,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
OURO BRANCO,0-20000-0-86823,BRA,True,-43.75611,-20.55667,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VICOSA (86824-0),0-20000-0-86824,BRA,True,-42.86401,-20.76261,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MANHUACU,0-20000-0-86825,BRA,True,-42.18278,-20.26333,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ALEGRE,0-20000-0-86828,BRA,True,-41.48889,-20.75056,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
ALFREDO CHAVES,0-20000-0-86829,BRA,True,-40.74194,-20.63639,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
VITORIA (86830-0),0-20000-0-86830,BRA,True,-40.30583,-20.27083,737,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PORTO MURTINHO (86833-0),0-20000-0-86833,BRA,True,-57.55333,-21.70583,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
MARACAJU,0-20000-0-86834,BRA,True,-55.17778,-21.60917,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO BRILHANTE,0-20000-0-86836,BRA,True,-54.52806,-21.775,646,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VALPARAISO,0-20000-0-86838,BRA,True,-50.93028,-21.31917,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
JOSE BONIFACIO,0-20000-0-86839,BRA,True,-49.92028,-21.08556,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,DWD
LINS (86840-0),0-20000-0-86840,BRA,True,-49.73444,-21.66556,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
ARIRANHA,0-20000-0-86841,BRA,True,-48.84028,-21.13278,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PRADÓPOLIS,0-20000-0-86842,BRA,True,-48.11389,-21.33833,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
IBITINGA,0-20000-0-86843,BRA,True,-48.8,-21.85556,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
CASA BRANCA,0-20000-0-86844,BRA,True,-47.075,-21.77972,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO CARLOS (86845-0),0-20000-0-86845,BRA,True,-47.88393,-21.98035,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CALDAS (86846-0),0-20000-0-86846,BRA,True,-46.383,-21.91807,178,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VARGINHA,0-20000-0-86848,BRA,True,-45.40417,-21.56639,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO JOAO DEL-REI,0-20000-0-86849,BRA,True,-44.25083,-21.10639,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BARBACENA (86850-0),0-20000-0-86850,BRA,True,-43.76778,-21.22833,547,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JUIZ DE FORA (86851-0),0-20000-0-86851,BRA,True,-43.36433,-21.76996,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MURIAE,0-20000-0-86852,BRA,True,-42.37583,-21.105,742,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
PRESIDENTE KENNEDY,0-20000-0-86853,BRA,True,-41.03944,-21.10083,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMBUCI,0-20000-0-86854,BRA,True,-41.95833,-21.5875,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMPOS DOS GOYTACAZES (86855-0),0-20000-0-86855,BRA,True,-41.34389,-21.71472,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PONTA PORÃ (86857-0),0-20000-0-86857,BRA,True,-55.71639,-22.5525,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DOURADOS (86858-0),0-20000-0-86858,BRA,True,-54.91139,-22.19389,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JUTI,0-20000-0-86859,BRA,True,-54.60556,-22.85722,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
IVINHEMA (86860-0),0-20000-0-86860,BRA,True,-53.81667,-22.3,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DIAMANTE DO NORTE,0-20000-0-86861,BRA,True,-52.89028,-22.63944,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PARANAPOEMA,0-20000-0-86862,BRA,True,-52.13444,-22.65833,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
PRESIDENTE PRUDENTE (86863-0),0-20000-0-86863,BRA,True,-51.40861,-22.12,500,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
RANCHARIA,0-20000-0-86864,BRA,True,-50.97417,-22.3725,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BAURU,0-20000-0-86865,BRA,True,-49.02888,-22.35805,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
OURINHOS,0-20000-0-86866,BRA,True,-49.84333,-23.00056,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BARRA BONITA,0-20000-0-86867,BRA,True,-48.5575,-22.47111,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PIRACICABA,0-20000-0-86868,BRA,True,-47.45639,-22.70278,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ITAPIRA,0-20000-0-86869,BRA,True,-46.80528,-22.415,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MONTE VERDE,0-20000-0-86870,BRA,True,-46.04333,-22.86167,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MARIA DA FE (86871-0),0-20000-0-86871,BRA,True,-45.37306,-22.31444,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMPOS DO JORDAO (86872-0),0-20000-0-86872,BRA,True,-45.60389,-22.75028,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PASSA QUATRO (86873-0),0-20000-0-86873,BRA,True,-44.96194,-22.39583,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
RESENDE (86874-0),0-20000-0-86874,BRA,True,-44.445,-22.45139,175,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VALENCA (86875-0),0-20000-0-86875,BRA,True,-43.69556,-22.35806,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PICO DO COUTO,0-20000-0-86876,BRA,True,-43.29139,-22.46472,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DUQUE DE CAXIAS - XEREM,0-20000-0-86877,BRA,True,-43.28222,-22.58972,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SEROPEDICA-ECOLOGIA AGRICOLA,0-20000-0-86878,BRA,True,-43.68472,-22.75778,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO DE JANEIRO-VILA MILITAR,0-20000-0-86879,BRA,True,-43.41139,-22.86139,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO DE JANEIRO-FORTE DE COPACABANA,0-20000-0-86887,BRA,True,-43.19056,-22.98833,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
TERESOPOLIS,0-20000-0-86888,BRA,True,-42.98694,-22.44861,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NOVA FRIBURGO (86889-0),0-20000-0-86889,BRA,True,-42.67694,-22.33472,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMPOS DOS GOYTACAZES - SAO TOMÉ (86890-0),0-20000-0-86890,BRA,True,-41.05167,-22.04167,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MACAE,0-20000-0-86891,BRA,True,-41.81194,-22.37611,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ARRAIAL DO CABO,0-20000-0-86892,BRA,True,-42.02139,-22.97611,586,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AMAMBAI,0-20000-0-86894,BRA,True,-55.32944,-23.0025,725,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
SETE QUEDAS,0-20000-0-86895,BRA,True,-55.02417,-23.96694,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ITAQUIRAI,0-20000-0-86896,BRA,True,-54.18194,-23.44944,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CIDADE GAUCHA,0-20000-0-86898,BRA,True,-52.93194,-23.35917,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MARINGA (86899-0),0-20000-0-86899,BRA,True,-51.93278,-23.40528,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
NOVA FATIMA,0-20000-0-86901,BRA,True,-50.57778,-23.41528,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
JAPIRA (IBAITI),0-20000-0-86902,BRA,True,-50.18056,-23.77333,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
JOAQUIM TAVORA,0-20000-0-86903,BRA,True,-49.94639,-23.50527,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AVARE (86904-0),0-20000-0-86904,BRA,True,-48.94111,-23.10167,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ITAPEVA (86905-0),0-20000-0-86905,BRA,True,-48.88583,-23.98194,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO MIGUEL ARCANJO,0-20000-0-86906,BRA,True,-47.99917,-23.89083,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
SOROCABA (86907-0),0-20000-0-86907,BRA,True,-47.58528,-23.42556,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO PAULO-MIRANTE DE SANTANA,0-20000-0-86910,BRA,True,-46.62,-23.49639,676,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TAUBATE (86911-0),0-20000-0-86911,BRA,True,-45.52083,-23.04167,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO LUIS DO PARAITINGA,0-20000-0-86912,BRA,True,-45.41722,-23.22833,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO DE JANEIRO-MARAMBAIA,0-20000-0-86914,BRA,True,-43.59556,-23.05028,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MARECHAL CANDIDO RONDON,0-20000-0-86916,BRA,True,-54.01917,-24.53333,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
NOVA TEBAS,0-20000-0-86919,BRA,True,-51.96306,-24.43722,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CASTRO (86921-0),0-20000-0-86921,BRA,True,-50.04639,-24.78,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BARRA DO TURVO,0-20000-0-86922,BRA,True,-48.41639,-24.96306,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
IGUAPE (86923-0),0-20000-0-86923,BRA,True,-47.54611,-24.67167,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
FOZ DO IGUACU,0-20000-0-86925,BRA,True,-54.48306,-25.60194,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
PLANALTO,0-20000-0-86926,BRA,True,-53.74806,-25.72194,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DOIS VIZINHOS,0-20000-0-86927,BRA,True,-53.09444,-25.69472,743,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
INACIO MARTINS,0-20000-0-86929,BRA,True,-51.07795,-25.56788,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
IVAI (86930-0),0-20000-0-86930,BRA,True,-50.85389,-25.01083,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CURITIBA (86933-0),0-20000-0-86933,BRA,True,-49.23056,-25.44861,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MORRETES,0-20000-0-86934,BRA,True,-48.80861,-25.50889,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
DIONISIO CERQUEIRA,0-20000-0-86936,BRA,True,-53.63311,-26.28656,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAO MIGUEL DO OESTE,0-20000-0-86937,BRA,True,-53.51417,-26.78639,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
NOVO HORIZONTE,0-20000-0-86938,BRA,True,-52.85056,-26.40722,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
CLEVELANDIA,0-20000-0-86939,BRA,True,-52.34861,-26.41722,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
XANXERE,0-20000-0-86940,BRA,True,-52.39809,-26.93867,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
GEN. CARNEIRO,0-20000-0-86941,BRA,True,-51.35361,-26.39861,724,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MAJOR VIEIRA,0-20000-0-86942,BRA,True,-50.36333,-26.39361,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
