name,wigosid,country code,in OSCAR,longitude,latitude,rms,variable,date,center,marine_type
Unknown,7810265,,False,-117.306396484375,33.20439910888672,0.1886,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4101871,,False,4.622200012207031,-12.733599662780762,0.332131,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4101872,,False,7.152599811553955,-15.392000198364258,0.256126,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7801755,,False,-18.56060028076172,22.801000595092773,0.102577,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,6801929,,False,-21.018199920654297,15.705400466918945,0.155323,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810096,,False,-117.306396484375,33.2046012878418,0.154954,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810097,,False,-117.306396484375,33.20439910888672,0.185598,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810099,,False,-117.306396484375,33.2046012878418,0.572359,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,1801670,,False,-45.014801025390625,47.03960037231445,0.12308,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401659,,False,-100.341796875,-16.229000091552734,0.166386,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4100068,,False,-80.189453125,27.59333038330078,0.267507,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401653,,False,-144.9615936279297,28.234399795532227,0.13633,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810498,,False,-140.12620544433594,40.90639877319336,0.831463,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810504,,False,-149.869140625,40.392181396484375,0.326289,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810512,,False,-142.5879669189453,40.99045944213867,0.122319,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401662,,False,-149.87930297851562,25.911100387573242,0.257607,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401663,,False,-146.9145050048828,27.23870086669922,0.176319,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,2801995,,False,-62.491798400878906,-57.01100158691406,0.24046,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,2802006,,False,-61.185001373291016,-58.0093994140625,0.417118,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810536,,False,-117.25180053710938,32.867401123046875,0.315642,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810537,,False,-117.25180053710938,32.867401123046875,0.60406,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810539,,False,-117.25180053710938,32.867401123046875,0.119238,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810541,,False,-117.25180053710938,32.867401123046875,0.327652,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,3801624,,False,-59.050201416015625,-58.994598388671875,0.359967,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810547,,False,-117.25180053710938,32.867401123046875,0.228624,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810551,,False,-117.25180053710938,32.867401123046875,0.086008,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810553,,False,-117.25180053710938,32.867401123046875,0.204581,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401655,,False,-162.9163055419922,20.940399169921875,0.157476,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4401654,,False,-170.9918975830078,21.678600311279297,0.17102,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,1801728,,False,-68.9010009765625,-58.9370002746582,0.793328,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7801625,,False,167.49920654296875,-35.339599609375,0.162372,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4804027,,False,157.7884063720703,-52.56999969482422,0.203978,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4200067,,False,-88.58334350585938,30.049720764160156,0.268857,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810054,,False,-117.306396484375,33.20439910888672,0.216243,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810065,,False,-117.306396484375,33.2046012878418,0.382697,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810483,,False,15.493599891662598,-27.966999053955078,0.236868,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810484,,False,14.767000198364258,-26.031400680541992,0.177432,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810485,,False,14.766599655151367,-26.02899932861328,0.169605,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810478,,False,1.7790000438690186,-10.008600234985352,0.154642,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,1801861,,False,-48.64799880981445,-77.46499633789062,0.471536,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,2801996,,False,-70.9542007446289,-61.00559997558594,0.210523,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4804024,,False,-68.93299865722656,-58.973201751708984,0.417166,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7810472,,False,70.08519744873047,-24.678600311279297,0.49818,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4701600,,False,-148.88958740234375,72.37669372558594,0.189655,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,6301514,,False,-150.4489288330078,80.7680892944336,0.174285,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,6301515,,False,-167.24388122558594,78.8613510131836,0.295866,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,2300009,,False,88.99749755859375,15.050869941711426,0.875937,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1501730,0-22000-0-1501730,USA,True,-17.487,-34.86,0.487903,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1501731,0-22000-0-1501731,USA,True,-11.435,-30.456,0.410361,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1601729,0-22000-0-1601729,USA,True,76.168,-29.531,0.249514,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1601731,0-22000-0-1601731,USA,True,4.587,-20.965,0.230503,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1701652,0-22000-0-1701652,USA,True,40.025,-25.445,0.184764,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
